CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
709701558,47,M,3,Graduate,Married,$60K - $80K,Blue,36,2,1,2,21331.0,1251,20080.0,0.949,1460,50,1.083,0.059,Existing Customer
721148358,49,F,3,Uneducated,Single,Unknown,Blue,38,6,2,1,12860.0,0,12860.0,0.646,1348,27,0.286,0.0,Existing Customer
779862408,49,M,3,Post-Graduate,Single,$80K - $120K,Blue,33,3,1,0,6278.0,462,5816.0,1.161,1087,33,0.941,0.074,Existing Customer
812627208,60,F,0,College,Single,Less than $40K,Blue,55,5,1,3,1438.3,738,700.3,0.782,1226,33,0.571,0.513,Existing Customer
711033408,50,F,2,High School,Married,Less than $40K,Blue,36,5,1,2,9355.0,1626,7729.0,0.701,1230,28,0.867,0.174,Existing Customer
779956608,41,F,2,Post-Graduate,Married,Unknown,Blue,31,6,1,3,20758.0,0,20758.0,0.688,1555,32,0.684,0.0,Existing Customer
780376683,57,M,1,Graduate,Married,$80K - $120K,Blue,47,5,3,1,14612.0,1976,12636.0,1.768,1827,24,3.0,0.135,Existing Customer
717912483,43,M,4,Graduate,Unknown,$80K - $120K,Blue,27,5,2,0,27259.0,0,27259.0,0.731,1376,35,0.591,0.0,Existing Customer
714454758,57,F,3,Graduate,Married,Less than $40K,Blue,47,4,2,3,6347.0,1594,4753.0,0.896,1771,37,0.762,0.251,Existing Customer
780466533,54,M,3,Doctorate,Married,$120K +,Blue,41,3,3,0,21592.0,1676,19916.0,1.097,1873,52,0.529,0.078,Existing Customer
715735233,51,F,5,Post-Graduate,Married,Less than $40K,Blue,44,5,1,1,3449.0,1598,1851.0,0.971,1679,42,0.556,0.463,Existing Customer
720476733,47,F,3,High School,Married,Less than $40K,Blue,34,2,1,2,6028.0,799,5229.0,0.819,1002,22,0.571,0.133,Existing Customer
715872333,41,M,0,High School,Unknown,$120K +,Blue,36,3,2,3,18214.0,1998,16216.0,0.829,1344,21,1.1,0.11,Existing Customer
712375758,53,M,3,Uneducated,Married,$80K - $120K,Blue,43,3,3,1,16393.0,1423,14970.0,1.642,1461,42,0.75,0.087,Existing Customer
708868233,68,M,0,High School,Married,Less than $40K,Blue,52,1,3,2,1438.3,900,538.3,0.743,760,21,0.615,0.626,Attrited Customer
718030083,59,M,1,College,Married,$60K - $80K,Blue,36,4,1,2,7871.0,1687,6184.0,1.242,1428,22,1.444,0.214,Existing Customer
720707283,48,M,4,Unknown,Married,$80K - $120K,Blue,36,5,3,0,5288.0,866,4422.0,0.869,1777,42,0.75,0.164,Existing Customer
771698658,44,M,5,Graduate,Married,$60K - $80K,Blue,32,4,5,3,11376.0,2006,9370.0,0.619,1302,27,0.8,0.176,Existing Customer
748326258,48,M,3,College,Married,$80K - $120K,Blue,41,4,5,3,12302.0,1632,10670.0,1.509,1483,41,0.519,0.133,Existing Customer
770817783,47,M,4,Graduate,Married,$60K - $80K,Silver,33,3,2,1,34516.0,1679,32837.0,0.623,1060,27,0.5,0.049,Existing Customer
779353083,47,M,2,Graduate,Married,$60K - $80K,Silver,32,4,2,2,34516.0,1468,33048.0,0.505,1330,32,0.684,0.043,Existing Customer
711441333,43,F,1,High School,Divorced,Less than $40K,Silver,35,3,2,2,10514.0,1580,8934.0,0.504,1229,27,0.8,0.15,Existing Customer
719808558,55,F,2,Graduate,Married,Less than $40K,Blue,43,2,4,3,1438.3,0,1438.3,0.707,886,27,0.421,0.0,Attrited Customer
711551958,59,M,2,Post-Graduate,Married,$60K - $80K,Blue,46,3,3,3,1438.3,0,1438.3,0.688,844,24,0.5,0.0,Attrited Customer
809164083,63,M,1,Graduate,Married,$40K - $60K,Blue,56,2,1,2,2619.0,1779,840.0,1.259,1450,37,0.947,0.679,Existing Customer
820596183,58,M,2,College,Married,$120K +,Blue,53,2,3,0,24407.0,2395,22012.0,1.071,2311,48,0.714,0.098,Existing Customer
715999608,53,F,2,High School,Married,Less than $40K,Blue,36,4,1,2,2377.0,1649,728.0,0.93,1378,26,1.167,0.694,Existing Customer
710565408,59,M,0,Unknown,Unknown,$80K - $120K,Silver,40,3,2,3,34516.0,1359,33157.0,1.327,1033,26,1.364,0.039,Existing Customer
805543158,52,M,3,Graduate,Married,$120K +,Blue,47,5,3,3,11086.0,2207,8879.0,0.869,1523,40,1.105,0.199,Existing Customer
709752183,48,M,3,High School,Single,$60K - $80K,Blue,36,4,2,2,11432.0,2517,8915.0,0.615,1374,37,0.762,0.22,Existing Customer
716479233,43,M,4,High School,Married,$40K - $60K,Blue,36,5,3,2,13258.0,1721,11537.0,0.908,1080,21,1.333,0.13,Existing Customer
713837058,48,M,2,College,Single,Less than $40K,Blue,36,3,2,3,2571.0,1955,616.0,0.531,1234,24,0.714,0.76,Existing Customer
718876683,43,F,4,Graduate,Single,Less than $40K,Blue,31,5,2,0,5781.0,1168,4613.0,0.638,1600,32,0.455,0.202,Existing Customer
770746908,44,M,4,Unknown,Married,$60K - $80K,Blue,30,5,1,2,7872.0,2509,5363.0,0.971,1155,32,0.882,0.319,Existing Customer
794843883,41,M,3,High School,Married,$80K - $120K,Blue,35,6,1,2,34516.0,1202,33314.0,0.603,1353,33,0.737,0.035,Existing Customer
803043933,44,F,3,Uneducated,Divorced,Less than $40K,Silver,38,4,1,3,11127.0,1835,9292.0,2.368,1546,25,1.273,0.165,Existing Customer
758076408,50,M,2,Unknown,Single,$40K - $60K,Blue,43,2,1,3,1857.0,1603,254.0,0.579,1590,43,1.263,0.863,Existing Customer
714606558,60,F,1,Uneducated,Married,Less than $40K,Blue,36,5,1,0,1913.0,1272,641.0,1.008,1448,22,1.0,0.665,Existing Customer
778425408,44,M,4,Graduate,Single,$80K - $120K,Blue,24,5,3,0,3839.0,2295,1544.0,0.569,1271,24,0.714,0.598,Existing Customer
714171108,48,F,3,Graduate,Divorced,$40K - $60K,Blue,39,6,2,3,2115.0,1141,974.0,0.616,1223,20,0.538,0.539,Existing Customer
719662458,44,F,2,Graduate,Divorced,Less than $40K,Blue,27,5,2,2,1438.3,679,759.3,0.859,1117,29,1.071,0.472,Existing Customer
713137233,41,M,2,High School,Single,$80K - $120K,Blue,28,4,3,0,27756.0,1789,25967.0,0.75,994,24,0.846,0.064,Existing Customer
769425858,45,M,3,College,Single,$60K - $80K,Blue,32,4,1,2,1438.3,0,1438.3,0.81,1468,26,0.625,0.0,Existing Customer
711297483,47,F,2,Uneducated,Divorced,Less than $40K,Silver,34,6,4,2,13878.0,2222,11656.0,0.853,1658,38,0.357,0.16,Existing Customer
788900883,51,F,2,Graduate,Married,Less than $40K,Blue,36,3,1,3,3106.0,1304,1802.0,0.604,1368,38,0.407,0.42,Existing Customer
758348808,51,M,2,Graduate,Married,$120K +,Blue,44,4,3,3,34516.0,1666,32850.0,0.613,1218,18,0.8,0.048,Existing Customer
772336458,60,F,1,Uneducated,Married,$40K - $60K,Blue,50,4,4,3,1438.3,1025,413.3,0.838,702,12,0.714,0.713,Attrited Customer
708711483,57,M,2,Unknown,Married,$80K - $120K,Blue,46,2,3,0,18871.0,1740,17131.0,1.727,1516,21,2.0,0.092,Existing Customer
717906783,41,M,5,Graduate,Single,$120K +,Blue,29,5,2,2,5207.0,1748,3459.0,1.073,1310,26,1.0,0.336,Existing Customer
719437908,44,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,36,6,2,2,17965.0,1644,16321.0,0.921,1767,50,0.923,0.092,Existing Customer
769433508,43,M,1,College,Single,$60K - $80K,Blue,37,6,3,3,2733.0,1819,914.0,0.767,933,25,0.923,0.666,Existing Customer
790096533,55,M,2,College,Married,$60K - $80K,Blue,48,4,3,2,8863.0,1301,7562.0,1.207,1512,27,1.455,0.147,Existing Customer
720997383,52,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,3,3,1857.0,1833,24.0,0.723,829,17,0.7,0.987,Attrited Customer
787541883,44,M,3,Graduate,Unknown,$80K - $120K,Blue,33,3,3,3,34516.0,0,34516.0,0.483,1120,27,0.35,0.0,Existing Customer
709930758,41,M,2,Uneducated,Married,$40K - $60K,Blue,30,5,3,3,11107.0,1222,9885.0,0.538,1506,33,0.941,0.11,Existing Customer
789830058,44,M,4,Unknown,Single,$80K - $120K,Blue,34,4,1,2,21573.0,1585,19988.0,0.621,1384,36,2.273,0.073,Existing Customer
710299608,53,F,2,Unknown,Married,Less than $40K,Blue,33,2,3,3,2859.0,2517,342.0,0.993,817,30,0.667,0.88,Attrited Customer
710741208,39,M,2,High School,Single,$80K - $120K,Blue,36,4,2,2,5269.0,1475,3794.0,1.148,2094,25,0.667,0.28,Existing Customer
821797008,49,M,5,College,Married,$40K - $60K,Blue,45,2,2,3,1438.3,0,1438.3,0.734,815,21,0.615,0.0,Attrited Customer
708874533,45,F,2,College,Married,Less than $40K,Blue,36,1,3,2,3387.0,0,3387.0,0.789,510,24,0.6,0.0,Attrited Customer
715341858,54,M,2,Graduate,Married,$80K - $120K,Blue,46,6,2,3,1982.0,1289,693.0,0.939,1377,49,0.69,0.65,Existing Customer
793636308,49,M,3,Uneducated,Single,$80K - $120K,Blue,43,2,2,2,4645.0,1650,2995.0,0.912,1193,33,0.65,0.355,Existing Customer
713779908,46,F,3,Doctorate,Single,Unknown,Blue,36,6,3,2,2189.0,1666,523.0,0.343,1287,36,0.636,0.761,Existing Customer
712125258,46,M,4,High School,Married,$120K +,Blue,30,3,3,3,2442.0,0,2442.0,0.98,701,19,0.727,0.0,Attrited Customer
709703433,47,M,3,Graduate,Married,$60K - $80K,Blue,38,4,1,2,21304.0,1532,19772.0,1.018,1770,25,0.923,0.072,Existing Customer
721022433,44,M,2,Doctorate,Single,$60K - $80K,Blue,36,5,1,2,7577.0,2480,5097.0,0.435,1409,35,0.167,0.327,Existing Customer
710103558,50,M,3,Post-Graduate,Single,$120K +,Blue,31,4,1,2,3234.0,1486,1748.0,0.868,1354,28,0.647,0.459,Existing Customer
715952883,73,M,0,High School,Married,$40K - $60K,Blue,36,5,3,2,4469.0,1125,3344.0,1.363,1765,34,1.615,0.252,Existing Customer
719731458,56,M,3,Unknown,Unknown,$40K - $60K,Blue,46,6,3,4,2910.0,709,2201.0,0.538,1192,27,0.588,0.244,Existing Customer
772390908,59,M,0,High School,Single,$40K - $60K,Blue,48,2,4,3,3616.0,1054,2562.0,0.616,687,17,0.545,0.291,Attrited Customer
787348608,70,M,0,High School,Married,Less than $40K,Blue,56,3,2,3,3252.0,1495,1757.0,0.581,1227,15,0.875,0.46,Existing Customer
709485033,55,F,2,High School,Married,Less than $40K,Blue,36,4,3,3,2358.0,1152,1206.0,0.969,1737,26,1.6,0.489,Existing Customer
715432608,43,M,4,Unknown,Single,$60K - $80K,Blue,36,4,1,0,22322.0,953,21369.0,0.769,1348,34,1.125,0.043,Existing Customer
799471833,45,M,1,Uneducated,Single,$120K +,Blue,39,4,2,2,3133.0,1510,1623.0,0.609,1435,38,0.462,0.482,Existing Customer
714187533,45,F,2,Uneducated,Single,$40K - $60K,Blue,35,2,3,0,3540.0,849,2691.0,0.456,1321,28,0.75,0.24,Existing Customer
779656908,40,M,1,Graduate,Married,$40K - $60K,Blue,23,6,3,2,6990.0,1378,5612.0,0.73,1479,29,0.611,0.197,Existing Customer
788950158,36,M,2,College,Unknown,$80K - $120K,Blue,22,2,2,3,34516.0,1652,32864.0,0.854,1283,39,1.294,0.048,Existing Customer
778867533,59,F,0,Post-Graduate,Married,$40K - $60K,Blue,40,1,4,1,1438.3,0,1438.3,1.038,689,23,0.353,0.0,Attrited Customer
710620383,43,M,4,Unknown,Married,$60K - $80K,Blue,35,6,3,2,24396.0,1171,23225.0,0.655,965,17,1.125,0.048,Existing Customer
778661358,46,F,1,Unknown,Married,Less than $40K,Blue,36,2,3,2,2474.0,2143,331.0,1.53,1541,40,1.0,0.866,Existing Customer
789483333,41,M,2,Uneducated,Married,$40K - $60K,Blue,32,5,1,3,5214.0,795,4419.0,0.707,1258,23,1.3,0.152,Existing Customer
809855808,51,F,2,Graduate,Married,Less than $40K,Blue,46,5,2,2,5207.0,1650,3557.0,0.708,1339,20,0.538,0.317,Existing Customer
718464258,51,F,3,Unknown,Unknown,Less than $40K,Blue,25,2,2,2,9512.0,1082,8430.0,0.701,1007,22,1.444,0.114,Existing Customer
708528483,43,F,4,Graduate,Divorced,Unknown,Blue,23,6,3,2,3187.0,2430,757.0,0.617,1387,33,1.357,0.762,Existing Customer
771809733,64,F,0,High School,Married,$40K - $60K,Blue,53,1,3,3,3353.0,0,3353.0,1.021,960,18,0.385,0.0,Attrited Customer
719942883,54,M,5,Graduate,Married,$60K - $80K,Blue,38,3,3,3,2290.0,1434,856.0,0.923,1119,18,3.5,0.626,Existing Customer
807226683,48,M,3,Unknown,Single,$40K - $60K,Blue,43,6,1,3,5279.0,1115,4164.0,0.549,1642,41,0.519,0.211,Existing Customer
717806133,40,M,2,Uneducated,Divorced,$60K - $80K,Blue,29,5,3,0,23603.0,0,23603.0,0.795,1382,31,1.067,0.0,Existing Customer
720615708,57,M,0,Uneducated,Married,$40K - $60K,Blue,45,6,2,2,2601.0,0,2601.0,0.814,1232,32,0.684,0.0,Existing Customer
714511758,45,M,4,Graduate,Single,$80K - $120K,Blue,40,4,3,0,6363.0,1029,5334.0,0.838,1542,16,1.286,0.162,Existing Customer
715050408,41,M,3,High School,Single,$80K - $120K,Blue,36,4,3,3,8029.0,1576,6453.0,0.826,1094,32,0.524,0.196,Existing Customer
721132233,42,F,4,Uneducated,Married,Less than $40K,Blue,31,2,2,2,2410.0,1769,641.0,0.759,1217,30,1.143,0.734,Existing Customer
719211558,45,M,2,Graduate,Single,$60K - $80K,Blue,36,1,1,2,3401.0,0,3401.0,0.898,744,18,1.0,0.0,Attrited Customer
712069008,42,F,4,Uneducated,Married,Less than $40K,Blue,23,4,2,0,2260.0,1007,1253.0,0.84,1614,33,0.737,0.446,Existing Customer
715996983,47,M,4,Uneducated,Divorced,$80K - $120K,Blue,30,5,2,2,17682.0,2481,15201.0,1.302,1747,31,1.214,0.14,Existing Customer
773466258,48,F,4,High School,Married,$40K - $60K,Blue,42,3,1,3,4206.0,1100,3106.0,0.587,1144,22,1.0,0.262,Existing Customer
798983508,43,M,1,Graduate,Single,$80K - $120K,Silver,37,4,3,2,34516.0,1440,33076.0,1.117,1575,34,2.4,0.042,Existing Customer
719117433,41,M,4,High School,Unknown,$80K - $120K,Blue,36,4,3,0,23018.0,2168,20850.0,0.859,1463,24,1.667,0.094,Existing Customer
716451183,54,F,1,Uneducated,Married,$40K - $60K,Blue,44,5,2,3,5556.0,1711,3845.0,1.434,1706,21,1.625,0.308,Existing Customer
718621608,54,F,2,High School,Married,Unknown,Blue,44,3,3,1,6094.0,0,6094.0,1.129,909,14,0.273,0.0,Attrited Customer
715085733,61,M,0,Graduate,Married,$40K - $60K,Blue,52,3,1,2,2939.0,1999,940.0,2.145,2434,33,1.538,0.68,Existing Customer
788977833,61,M,0,Uneducated,Married,$80K - $120K,Blue,48,2,1,0,5362.0,1274,4088.0,1.015,1876,41,0.783,0.238,Existing Customer
720272958,48,M,2,High School,Married,$120K +,Blue,36,3,3,3,27126.0,0,27126.0,0.953,1000,25,0.786,0.0,Attrited Customer
708421833,45,F,4,Graduate,Single,Less than $40K,Blue,36,6,3,2,3342.0,2517,825.0,0.771,1139,30,0.765,0.753,Existing Customer
709173108,54,F,4,Graduate,Married,Unknown,Blue,40,6,2,2,2532.0,2221,311.0,0.491,799,21,0.235,0.877,Attrited Customer
709879458,54,F,3,Doctorate,Married,Unknown,Blue,46,2,2,3,1900.0,1376,524.0,0.89,1881,45,0.607,0.724,Existing Customer
715120608,44,M,3,Graduate,Single,$60K - $80K,Blue,37,2,3,2,14546.0,1703,12843.0,0.955,1273,27,0.588,0.117,Existing Customer
770632758,50,F,4,Doctorate,Single,Unknown,Blue,36,2,3,2,2521.0,1608,913.0,0.587,1328,33,0.571,0.638,Existing Customer
779078733,55,M,2,Doctorate,Married,$60K - $80K,Blue,36,3,4,3,16427.0,1682,14745.0,0.631,1579,36,1.118,0.102,Existing Customer
771742533,48,M,2,Graduate,Unknown,$40K - $60K,Blue,36,5,1,2,13068.0,1718,11350.0,0.607,937,28,0.556,0.131,Existing Customer
720250158,45,M,2,College,Single,$60K - $80K,Blue,33,6,3,0,23218.0,1814,21404.0,1.178,1749,37,2.083,0.078,Existing Customer
716458983,60,M,0,High School,Married,$40K - $60K,Blue,36,5,1,3,3281.0,837,2444.0,1.859,1424,29,1.417,0.255,Existing Customer
713747733,55,M,2,High School,Married,$40K - $60K,Blue,47,5,3,2,3096.0,2217,879.0,0.799,2011,41,0.783,0.716,Existing Customer
712270158,62,F,0,High School,Married,$40K - $60K,Blue,52,5,2,3,2052.0,1250,802.0,0.728,1208,31,0.632,0.609,Existing Customer
789562383,38,F,1,High School,Unknown,Less than $40K,Blue,30,2,3,0,1438.3,583,855.3,0.888,1259,24,1.0,0.405,Existing Customer
754897008,46,M,3,High School,Single,$40K - $60K,Blue,39,2,3,2,9432.0,1418,8014.0,0.612,1319,26,0.368,0.15,Existing Customer
819700533,50,M,0,High School,Single,$120K +,Silver,45,5,2,3,14938.0,2303,12635.0,0.804,949,27,2.0,0.154,Existing Customer
712890408,45,M,2,Uneducated,Married,$60K - $80K,Blue,36,5,3,2,2221.0,1343,878.0,0.869,1338,30,1.308,0.605,Existing Customer
720248208,47,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37,6,3,0,5731.0,1577,4154.0,0.657,1554,26,0.444,0.275,Existing Customer
779749908,48,M,4,College,Married,$60K - $80K,Gold,33,2,2,3,34516.0,2061,32455.0,0.722,1350,32,0.455,0.06,Existing Customer
717401883,35,M,3,Uneducated,Married,$60K - $80K,Blue,22,5,2,2,6985.0,1130,5855.0,0.963,1694,44,0.76,0.162,Existing Customer
721509558,51,M,2,Graduate,Married,$120K +,Blue,42,3,3,0,24221.0,1707,22514.0,0.816,1678,40,0.538,0.07,Existing Customer
710572458,36,F,3,High School,Married,Unknown,Blue,24,4,1,1,15439.0,0,15439.0,0.742,2069,43,0.536,0.0,Existing Customer
714576183,47,M,4,Graduate,Single,$80K - $120K,Blue,36,6,3,2,21637.0,2030,19607.0,0.776,1222,23,0.438,0.094,Existing Customer
721425558,52,M,2,Graduate,Single,$120K +,Blue,37,2,3,2,14543.0,0,14543.0,0.788,1536,37,0.423,0.0,Existing Customer
711109908,43,F,4,Uneducated,Married,Less than $40K,Blue,36,2,1,1,9684.0,2475,7209.0,0.697,1400,31,2.1,0.256,Existing Customer
715203108,63,M,2,High School,Married,$40K - $60K,Blue,36,2,2,2,5007.0,930,4077.0,0.885,1050,28,1.154,0.186,Existing Customer
710027508,61,M,0,Graduate,Married,$60K - $80K,Blue,54,3,2,0,1616.0,1047,569.0,0.984,1389,33,1.2,0.648,Existing Customer
787464408,53,M,2,Uneducated,Single,$60K - $80K,Blue,40,5,2,2,19116.0,0,19116.0,0.656,1184,29,0.611,0.0,Existing Customer
783542133,53,F,3,Graduate,Married,Less than $40K,Blue,47,5,6,2,2759.0,2223,536.0,1.32,2093,42,1.0,0.806,Existing Customer
708330858,57,M,3,Graduate,Married,$120K +,Blue,38,2,3,3,8249.0,1381,6868.0,0.798,678,11,0.833,0.167,Attrited Customer
714426783,38,F,2,Graduate,Single,Unknown,Blue,31,2,3,2,14041.0,2154,11887.0,1.084,1467,29,1.417,0.153,Existing Customer
712701333,53,M,3,High School,Married,$60K - $80K,Blue,43,5,3,2,5264.0,2169,3095.0,0.374,1219,27,0.5,0.412,Existing Customer
709494483,63,F,0,Unknown,Married,Less than $40K,Blue,54,4,2,1,2420.0,1912,508.0,1.256,1730,36,0.565,0.79,Existing Customer
773373108,49,F,4,High School,Married,Less than $40K,Blue,43,4,2,0,2826.0,2070,756.0,0.541,1025,28,0.647,0.732,Existing Customer
715812258,45,M,2,High School,Married,$80K - $120K,Blue,34,5,5,2,12518.0,1539,10979.0,0.645,1165,33,0.833,0.123,Existing Customer
778286433,67,M,0,Graduate,Married,$40K - $60K,Blue,56,4,2,1,5876.0,1297,4579.0,1.012,2133,55,0.719,0.221,Existing Customer
789270033,48,M,3,Graduate,Single,$80K - $120K,Silver,37,3,2,3,34516.0,0,34516.0,0.448,1122,13,0.182,0.0,Existing Customer
711569433,51,F,2,Uneducated,Divorced,Less than $40K,Blue,38,4,1,2,9648.0,1926,7722.0,0.549,1083,22,1.75,0.2,Existing Customer
720214833,52,M,2,High School,Single,$80K - $120K,Silver,40,3,3,3,34516.0,2177,32339.0,1.32,1234,23,1.875,0.063,Existing Customer
709346133,55,F,2,Uneducated,Married,Unknown,Blue,35,3,3,0,3025.0,2376,649.0,1.252,1277,23,1.875,0.785,Existing Customer
788194458,34,M,3,High School,Married,$60K - $80K,Blue,26,4,3,3,3265.0,2517,748.0,0.952,1843,35,0.944,0.771,Existing Customer
720779733,56,M,1,Uneducated,Married,$120K +,Blue,36,3,2,2,6041.0,1355,4686.0,0.685,1747,49,0.581,0.224,Existing Customer
717424458,44,F,2,Post-Graduate,Married,Less than $40K,Blue,36,3,3,2,2293.0,1823,470.0,0.617,1166,22,1.444,0.795,Existing Customer
708820308,47,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,36,6,2,2,13399.0,2505,10894.0,0.627,1326,31,0.824,0.187,Existing Customer
710558058,46,F,3,Unknown,Married,Less than $40K,Blue,38,4,3,3,4317.0,2517,1800.0,0.944,1619,36,1.0,0.583,Existing Customer
770590758,43,F,3,Graduate,Single,$40K - $60K,Blue,29,5,2,0,3378.0,1069,2309.0,0.581,1285,16,0.333,0.316,Existing Customer
718490658,50,F,1,Graduate,Single,Less than $40K,Blue,36,4,1,3,5012.0,2242,2770.0,0.816,1142,28,1.0,0.447,Existing Customer
711985833,38,F,4,Uneducated,Single,Less than $40K,Blue,30,4,1,0,2569.0,1605,964.0,0.574,1190,46,0.643,0.625,Existing Customer
708967608,53,F,1,Graduate,Single,Less than $40K,Blue,45,3,1,2,3471.0,1785,1686.0,1.051,1052,24,0.714,0.514,Existing Customer
718505958,43,M,5,Graduate,Divorced,$120K +,Silver,31,5,3,3,34516.0,1699,32817.0,0.771,1628,38,0.727,0.049,Existing Customer
715024233,53,M,1,High School,Married,$120K +,Blue,36,6,3,2,3312.0,1844,1468.0,0.986,1740,32,0.882,0.557,Existing Customer
779249583,56,F,1,Graduate,Married,Less than $40K,Blue,38,4,3,3,2578.0,2462,116.0,1.707,1378,29,0.812,0.955,Existing Customer
709278258,54,M,2,Unknown,Married,$40K - $60K,Blue,44,4,3,2,2902.0,2517,385.0,0.821,996,26,0.444,0.867,Attrited Customer
778928283,57,F,3,High School,Married,Less than $40K,Blue,39,3,2,1,2742.0,2321,421.0,1.315,1389,32,0.6,0.846,Existing Customer
712299858,62,M,1,High School,Married,Less than $40K,Blue,53,5,3,3,2077.0,1571,506.0,1.031,1365,38,1.0,0.756,Existing Customer
799224108,46,F,4,Graduate,Single,Less than $40K,Blue,40,5,1,2,6265.0,1942,4323.0,1.027,1715,43,0.87,0.31,Existing Customer
809976033,49,M,2,Uneducated,Married,$60K - $80K,Blue,44,6,3,0,7819.0,1560,6259.0,0.827,1582,25,0.786,0.2,Existing Customer
716203308,52,M,3,Graduate,Single,$80K - $120K,Blue,42,6,3,3,2731.0,1692,1039.0,0.62,1220,22,0.692,0.62,Existing Customer
714871683,58,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,4,3,1438.3,537,901.3,0.819,715,13,0.182,0.373,Attrited Customer
716139933,54,M,0,High School,Married,$80K - $120K,Blue,36,3,1,2,16286.0,1710,14576.0,1.223,2552,49,1.227,0.105,Existing Customer
716984658,49,M,1,Graduate,Married,$120K +,Blue,39,3,2,3,34516.0,0,34516.0,0.507,1106,31,0.938,0.0,Existing Customer
713086008,58,F,3,High School,Married,Less than $40K,Blue,47,6,1,0,2609.0,2439,170.0,1.269,1731,34,1.833,0.935,Existing Customer
713773458,52,M,2,High School,Single,$60K - $80K,Blue,45,5,3,2,7567.0,1173,6394.0,0.541,1435,32,0.6,0.155,Existing Customer
719242533,41,M,5,High School,Married,$60K - $80K,Blue,33,5,3,3,22770.0,2517,20253.0,0.994,1882,38,0.652,0.111,Existing Customer
772712658,62,F,0,Uneducated,Married,Less than $40K,Blue,50,5,1,2,3791.0,1648,2143.0,1.227,2058,34,0.789,0.435,Existing Customer
788868858,54,M,2,Graduate,Married,Less than $40K,Blue,39,4,4,2,2702.0,2517,185.0,1.019,1658,32,1.462,0.932,Existing Customer
811898133,40,F,3,High School,Divorced,Less than $40K,Blue,35,3,1,3,2555.0,2117,438.0,1.049,1334,32,0.6,0.829,Existing Customer
788808633,43,M,3,Graduate,Married,$80K - $120K,Blue,26,5,3,2,2355.0,1090,1265.0,0.751,1441,29,0.812,0.463,Existing Customer
779804208,53,F,2,Graduate,Single,$40K - $60K,Blue,42,6,2,0,5332.0,0,5332.0,0.939,1371,39,1.167,0.0,Existing Customer
781391058,55,M,1,Uneducated,Single,$40K - $60K,Blue,49,6,3,2,1443.0,1375,68.0,0.683,1991,38,0.583,0.953,Existing Customer
790134408,46,M,4,Graduate,Single,$60K - $80K,Blue,39,6,2,3,10741.0,755,9986.0,1.166,1278,22,1.444,0.07,Existing Customer
788853258,41,M,1,Uneducated,Married,$60K - $80K,Blue,25,3,2,0,7984.0,1503,6481.0,0.797,1734,39,1.167,0.188,Existing Customer
711857733,49,M,3,Uneducated,Single,$60K - $80K,Blue,32,3,2,2,18584.0,2517,16067.0,0.703,1330,34,1.125,0.135,Existing Customer
822969858,61,F,0,Graduate,Married,Unknown,Blue,56,4,1,3,5585.0,1465,4120.0,1.503,1787,31,0.722,0.262,Existing Customer
719554758,46,M,2,Uneducated,Married,$80K - $120K,Blue,38,6,3,2,34516.0,2165,32351.0,0.837,1672,32,0.524,0.063,Existing Customer
711643458,50,F,1,Uneducated,Married,Less than $40K,Blue,43,6,3,4,1438.3,0,1438.3,1.068,1439,41,1.05,0.0,Existing Customer
788830683,40,M,2,Graduate,Single,$80K - $120K,Blue,24,5,1,0,2478.0,2031,447.0,1.284,1558,31,0.938,0.82,Existing Customer
807030858,51,M,4,High School,Single,$120K +,Blue,46,6,3,3,34516.0,2274,32242.0,0.788,1795,47,0.679,0.066,Existing Customer
